source,snapshot,path,hash,kind,check_type,status,reason
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out2/features.parquet,c95455b295e169f33da2e4e35794d11a052a6cce,data,inventory_only,not_reviewed,Generated features parquet not independently parsed; CSV/JSON exports and source reviewed.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out2/graph.json,eab75ee72f3246d357ea762e11109fe8f9c8f6d3,data,committed_csv_json_parse,identical_to_reviewed,Same content as codex/ui-integration:review/out1/graph.json
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out2/nodes_roles.csv,a64056d27877942619e84aa7ec88981e13fd894a,data,committed_csv_json_parse,identical_to_reviewed,Same content as codex/ui-integration:review/out1/nodes_roles.csv
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out2/resilience.json,68e223450f8e629db1bdac9f8db69e84e296056d,data,committed_csv_json_parse,identical_to_reviewed,Same content as codex/ui-integration:out/resilience.json
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out2/summary.json,7088232a523bcd4e3a13296b469eb41df7e4515d,data,committed_csv_json_parse,parsed,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,review/out2/top_nodes.csv,ab0dd17c372f6fc705671f020887b91d2cca1eb1,data,committed_csv_json_parse,identical_to_reviewed,Same content as codex/ui-integration:out/top_nodes.csv
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,scripts/__pycache__/make_mock_out.cpython-314.pyc,30f58b8ff9a57bd4c707208372b4ab9d4f5d2a9c,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,scripts/make_mock_out.py,408a16ae59a0dc7c4205488f0809f9400d939df4,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,starter/README.md,56471688e23ca1d42387227bf8a814ac05f9ba81,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,starter/requirements.txt,b3d998a6f388d2135f7bac7ae3a95a80f1133148,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,starter/starter.py,fd21468633d6b9d9d9a76ce008a3d09a5cdd917f,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,tests/__pycache__/conftest.cpython-314-pytest-9.0.3.pyc,f7e20f1b88b29b7e8dbaa8683af182fe470157d5,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,tests/__pycache__/test_api.cpython-314-pytest-9.0.3.pyc,0a1329f716ed509f51ea7f2cf97934c083fc7a76,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,tests/__pycache__/test_pipeline.cpython-313-pytest-8.3.2.pyc,fac656902f625d0914595155102ea73286f5ddbb,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,tests/conftest.py,2a855d9fdb8debae0b082088580a4c41e499e33c,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,tests/test_api.py,44adab80698480a06313fd845f64ea0d94761c9c,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,tests/test_pipeline.py,b1b68857587c81dd99eb0f3c52ede30ef276c486,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,web/app.js,886e63a3e59350b0236e551f04f15c45f80b3b1d,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,web/index.html,f6449fc2ddaf4a737c708604505b38e1efc1ce49,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,web/style.css,988e9593a34bfffe10b6c27023d732c1daa64158,text,full_text_review,read,
codex/ui-integration,d2908a9c3efe35e4ee06ff30c93a676ac57c2c8b,web/vendor/cytoscape.min.js,9a4615d1524d3f1e2f8aedb6f4a530d872214498,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,.codex/config.toml,6456d5aa7c32b9f2cb361a6cf35d8c2cd0ff8ae1,text,full_text_review,identical_to_reviewed,Same content as codex/ui-integration:.codex/config.toml
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,.gitignore,0a1f4049e118315be57a87f5def756efd7306d21,text,full_text_review,identical_to_reviewed,Same content as codex/ui-integration:.gitignore
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,Makefile,097fc3e2254c651126a9bf6a28a6002d06c24a4a,text,full_text_review,identical_to_reviewed,Same content as codex/ui-integration:Makefile
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,README.md,52ad1c3678b7ba962ed35ce74713f754d1b197d6,text,full_text_review,identical_to_reviewed,Same content as codex/ui-integration:README.md
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,api/__init__.py,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,text,full_text_review,identical_to_reviewed,Same content as codex/ui-integration:api/__init__.py
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,api/__pycache__/__init__.cpython-313.pyc,bfec7f5e6183897a84f7be69c90fa46dd1486acf,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,api/__pycache__/__init__.cpython-314.pyc,b6a509697c6595886c35770ce36711c844203cce,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,api/__pycache__/main.cpython-313.pyc,73dd58cfdac834f4e7ec85fe839206153e7e68a0,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,api/__pycache__/main.cpython-314.pyc,b51e3ad3267cb2babb3ed4fa3ac22a55b8decbbe,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,api/main.py,2c1f5ff5e10dfb244218031b4cd0a21bd3ab201c,text,full_text_review,identical_to_reviewed,Same content as codex/ui-integration:api/main.py
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,data/edges.parquet,a2f957eac43af647391523a5da77c625f5e12b66,data,source_data_invariants,identical_to_reviewed,Same content as codex/ui-integration:data/edges.parquet
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,data/nodes.parquet,a312bab63f4e5c4ed4471298789ffbdea612c1d7,data,source_data_invariants,identical_to_reviewed,Same content as codex/ui-integration:data/nodes.parquet
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,data/transactions.parquet,ab7f49293607c32f28f3daa9403fc7b0ea903ec1,data,source_data_invariants,identical_to_reviewed,Same content as codex/ui-integration:data/transactions.parquet
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,dataset 4.md,c151e1e61fea99b27e79b49406073dd9e192f80a,text,full_text_review,identical_to_reviewed,Same content as codex/ui-integration:dataset 4.md
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,out/clusters.csv,a5fc08938999cce4438d9b26def60b70fbf8704b,data,committed_csv_json_parse,parsed,
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,out/features.parquet,e71f525e6cb2be7ab8a39899394fd522b094db9a,data,inventory_only,not_reviewed,Generated features parquet not independently parsed; CSV/JSON exports and source reviewed.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,out/graph.json,b348123fd79a596479c6b808e7565f10264345a6,data,committed_csv_json_parse,parsed,
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,out/nodes_roles.csv,02ce8451227ee1bcceef2f53121f0a374ea65e3c,data,committed_csv_json_parse,parsed,
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,out/resilience.json,a4a3435c5d46dc68eb4ca83b328771d4604e7c8e,data,committed_csv_json_parse,parsed,
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,out/summary.json,b1e37beabdcd9d2ba5958619efaee208c3271c6c,data,committed_csv_json_parse,parsed,
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,out/top_nodes.csv,5445858e0408e6b2ea338d077e75b2997aee378d,data,committed_csv_json_parse,parsed,
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__init__.py,fc96f5b3788640fe0318ee8fb3854afbbb2babc2,text,full_text_review,identical_to_reviewed,Same content as codex/ui-integration:pipeline/__init__.py
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__main__.py,e6ad5c1d0379860d7e36623e7379346a70493897,text,full_text_review,read,
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/__init__.cpython-311.pyc,119737899bf5f7eb6e24cd61d313f20be52ec8b8,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/__init__.cpython-313.pyc,84ec1bde4687e3357fcc1500338af95d8d3b525d,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/__main__.cpython-311.pyc,fe78cba6b6d84c4e4856e9aba4be4891e7f17854,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/__main__.cpython-313.pyc,b1ab23ba736c13185f724bdc494a6be8bd5e229b,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/clusters.cpython-311.pyc,772c3b4fddcdd5092e93dd653343cb0c516b8c91,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/clusters.cpython-313.pyc,c4d211d4da98226d88607021168a7782ba75f544,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/export.cpython-311.pyc,259b950c634f96a1c6a1d6e359b6d3b2a62cca78,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/export.cpython-313.pyc,f2b62c144788385a0513cf404be9dd3c76f3625c,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/features.cpython-311.pyc,b8528bd9b4e5917255736d9e119de814ac3708ee,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/features.cpython-313.pyc,501e4d29feb471bfc631f31f80067c8ccd0bddf8,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/flow.cpython-311.pyc,d47193f1c466faf9528629f0dc61f312b5b32273,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/flow.cpython-313.pyc,77748c04054dcccabde3a7196f4d33a2a1060eb0,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/frontier.cpython-311.pyc,ad4d39f0ad32a3a12ef7d57d67a5defdaa46dd9a,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/frontier.cpython-313.pyc,2e9663de5a1e981cf050ce2ede31d14a474e6652,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/layout.cpython-311.pyc,7527ca0905c3bba66713037dfca8b0087b44af6c,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/layout.cpython-313.pyc,2a88e69b51f42794587ebe62f5313dccd2cd8ddb,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/load.cpython-311.pyc,bd86c8f7c80444a8a2c65b2e6f5d7bceb126263a,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/load.cpython-313.pyc,458f3a7d32654cc1c0fb073051adeb611492cbb1,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/resilience.cpython-311.pyc,667dcdc355a28250653a1062b0e2ffa471d820b6,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
main,3e3f6e49da69b458a80fd9a0965852b6f0c87cb8,pipeline/__pycache__/resilience.cpython-313.pyc,c4d6ab4f4cd0d4ea7f46433e057482130a6f2782,vendor/bytecode,inventory_only,excluded_generated_or_vendor,Third-party vendor or generated bytecode; not project source.
