gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_ratio,n_seed_upstream,betweenness,flags,score_breakdown
100000004723755100,peripheral,0.5,5,0.1831689314252178,"Периферийный узел: 0 входящих, 1 исходящих, оборот 95 тыс.",0,True,0,1,0.0,95000.0,0,5,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000004813068100,peripheral,0.5,13,0.235785066136969,"Периферийный узел: 0 входящих, 3 исходящих, оборот 297 тыс.",0,True,0,3,0.0,297000.0,0,5,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000004971871100,peripheral,0.5,40,0.22376867861496094,"Периферийный узел: 1 входящих, 1 исходящих, оборот 31 тыс.",0,True,1,1,25400.0,5650.0,3,1,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005017150100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005087431100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005235389100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005264990100,peripheral,0.5,11,0.315041081666742,"Периферийный узел: 1 входящих, 2 исходящих, оборот 139 тыс.",0,True,1,2,17070.0,122000.0,1,2,,0,7.906059370344787e-05,,"{""betweenness"": 0.185, ""degree"": 0.122, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005370580100,terminal,0.5,20,0.29901923163739785,"Вероятный конечный получатель: 1 плательщиков, получено 24 тыс., исходящих нет",0,True,1,0,24075.0,0.0,1,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.199}"
100000005382566100,consolidator,1.0,11,0.6754063021985464,"Признаки консолидации: 7 плательщиков, деньги от 6 seed за ≤2 колена, получено 393 тыс., дальше ушло 0%",0,True,7,1,393066.0,50000.0,11,1,,6,4.6366363224578456e-05,,"{""betweenness"": 0.181, ""degree"": 0.142, ""n_seed_upstream"": 0.35, ""role"": 0.278}"
100000005386383100,peripheral,0.5,11,0.3072671662678886,"Периферийный узел: 2 входящих, 1 исходящих, оборот 66 тыс.",0,True,2,1,37500.0,29000.0,2,1,,0,2.67498249372568e-05,,"{""betweenness"": 0.175, ""degree"": 0.122, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005392290100,peripheral,0.5,43,0.1831689314252178,"Периферийный узел: 0 входящих, 1 исходящих, оборот 81 тыс.",0,True,0,1,0.0,81465.0,0,1,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005395727100,terminal,0.5,2,0.29901923163739785,"Вероятный конечный получатель: 1 плательщиков, получено 17 тыс., исходящих нет",0,True,1,0,17000.0,0.0,1,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.199}"
100000005409680100,terminal,0.5,19,0.339618978827141,"Вероятный конечный получатель: 2 плательщиков, получено 55 тыс., исходящих нет",0,True,2,0,55060.0,0.0,2,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.101, ""role"": 0.199}"
100000005417257100,peripheral,0.5,11,0.22376867861496094,"Периферийный узел: 0 входящих, 2 исходящих, оборот 106 тыс.",0,True,0,2,0.0,106000.0,0,2,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005454368100,terminal,0.5,20,0.339618978827141,"Вероятный конечный получатель: 2 плательщиков, получено 49 тыс., исходящих нет",0,True,2,0,48600.0,0.0,2,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.101, ""role"": 0.199}"
100000005480435100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005485830100,peripheral,0.5,33,0.2452891517312988,"Периферийный узел: 0 входящих, 5 исходящих, оборот 276 тыс.",0,True,0,5,0.0,275885.0,0,9,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.135, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005493505100,terminal,0.5,20,0.5173761906911651,"Вероятный конечный получатель: 3 плательщиков, получено 62 тыс., исходящих нет",0,True,3,0,62020.0,0.0,3,0,,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000005495722100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005498992100,peripheral,0.5,7,0.25384519886235385,"Периферийный узел: 0 входящих, 16 исходящих, оборот 2.26 млн",0,True,0,16,0.0,2262868.0,0,19,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.147, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005519347100,peripheral,0.5,2,0.4681808947677305,"Периферийный узел: 2 входящих, 1 исходящих, оборот 172 тыс.",0,True,2,1,73100.0,99000.0,2,1,,3,2.377762216645049e-06,,"{""betweenness"": 0.155, ""degree"": 0.122, ""n_seed_upstream"": 0.346, ""role"": 0.036}"
100000005523088100,terminal,0.5,11,0.46476005597941394,"Вероятный конечный получатель: 1 плательщиков, получено 700 тыс., исходящих нет",0,True,1,0,700000.0,0.0,2,0,,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
100000005543136100,peripheral,0.5,20,0.1831689314252178,"Периферийный узел: 0 входящих, 1 исходящих, оборот 10 тыс.",0,True,0,1,0.0,10000.0,0,1,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005550592100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005560900100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005568407100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000005668605100,consolidator,1.0,11,0.583904789851474,"Признаки консолидации: 3 плательщиков, деньги от 4 seed за ≤2 колена, получено 94 тыс., дальше ушло 0%",0,True,3,0,94500.0,0.0,3,0,,4,0.0,,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.349, ""role"": 0.278}"
100000005744674100,peripheral,0.5,11,0.1831689314252178,"Периферийный узел: 0 входящих, 1 исходящих, оборот 50 тыс.",0,True,0,1,0.0,50066.0,0,2,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000006232815100,peripheral,0.5,24,0.30569500248295794,"Периферийный узел: 1 входящих, 5 исходящих, оборот 456 тыс.",0,True,1,5,160000.0,296500.0,2,5,,0,2.774055919419224e-06,,"{""betweenness"": 0.156, ""degree"": 0.138, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000006249740100,peripheral,0.5,38,0.235785066136969,"Периферийный узел: 0 входящих, 3 исходящих, оборот 93 тыс.",0,True,0,3,0.0,93007.0,0,5,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000006831291100,peripheral,0.5,38,0.1831689314252178,"Периферийный узел: 0 входящих, 1 исходящих, оборот 15 тыс.",0,True,0,1,0.0,15000.0,0,3,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000006866783100,coordinator,1.0,1,0.52537921538531,"Кандидат в координирующий узел: 13 плательщиков → 67 получателей; сигналы S2, S3",0,True,13,67,838812.0,3948037.0,31,90,,0,0.006216461168567093,distributor;S2;S3,"{""betweenness"": 0.2, ""degree"": 0.15, ""n_seed_upstream"": 0.101, ""role"": 0.29}"
100000007018630100,peripheral,0.5,42,0.1831689314252178,"Периферийный узел: 0 входящих, 1 исходящих, оборот 200 тыс.",0,True,0,1,0.0,200000.0,0,5,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000007747786100,distributor,0.8541532517707721,7,0.42520315109927315,"Веерная рассылка: 31 получателей, отдано 4.24 млн",0,True,0,31,0.0,4238009.4,0,35,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.149, ""n_seed_upstream"": 0.101, ""role"": 0.275}"
100000007982728100,peripheral,0.5,7,0.2505507652024739,"Периферийный узел: 0 входящих, 8 исходящих, оборот 1.80 млн",0,True,0,8,0.0,1804384.0,0,12,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.142, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008117324100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008205000100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008314203100,peripheral,0.5,3,0.4077829443365988,"Периферийный узел: 2 входящих, 2 исходящих, оборот 709 тыс.",0,True,2,2,382076.0,327000.0,10,13,,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.13, ""n_seed_upstream"": 0.334, ""role"": 0.036}"
100000008418835100,peripheral,0.5,10,0.44511985914857116,"Периферийный узел: 1 входящих, 4 исходящих, оборот 1.56 млн",0,True,1,4,1372000.0,186179.0,67,6,,1,0.00031663866851656567,,"{""betweenness"": 0.194, ""degree"": 0.135, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000008513251100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008516839100,consolidator,0.5,11,0.582245722540743,"Признаки консолидации: 3 плательщиков, деньги от 3 seed за ≤2 колена, получено 155 тыс., дальше ушло 0%",0,True,3,0,155000.0,0.0,4,0,,3,0.0,,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.346, ""role"": 0.278}"
100000008522127100,peripheral,0.5,6,0.1831689314252178,"Периферийный узел: 0 входящих, 1 исходящих, оборот 145 тыс.",0,True,0,1,0.0,145000.0,0,3,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008571433100,peripheral,0.5,37,0.2975971739424857,"Периферийный узел: 2 входящих, 2 исходящих, оборот 1.78 млн",0,True,2,2,350000.0,1434000.0,2,3,,0,9.90734256935437e-07,,"{""betweenness"": 0.152, ""degree"": 0.13, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008575624100,peripheral,0.5,31,0.235785066136969,"Периферийный узел: 0 входящих, 3 исходящих, оборот 90 тыс.",0,True,0,3,0.0,89500.0,0,5,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.122, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008601794100,peripheral,0.5,39,0.28931763802988575,"Периферийный узел: 2 входящих, 1 исходящих, оборот 1.37 млн",0,True,2,1,494400.0,871400.0,8,13,,0,3.962937027741748e-07,,"{""betweenness"": 0.149, ""degree"": 0.122, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008637537100,coordinator,1.0,3,0.6815606518893051,Кандидат в координирующий узел: 3 плательщиков → 3 получателей; сигналы S1,0,True,3,3,619890.0,2351495.0,22,30,,3,7.787171259512535e-05,consolidator;S1,"{""betweenness"": 0.185, ""degree"": 0.138, ""n_seed_upstream"": 0.346, ""role"": 0.29}"
100000008650785100,peripheral,0.5,2,0.47819060087580695,"Периферийный узел: 2 входящих, 2 исходящих, оборот 212 тыс.",0,True,2,2,92000.0,120120.0,2,2,,2,2.3183181612289228e-05,,"{""betweenness"": 0.173, ""degree"": 0.13, ""n_seed_upstream"": 0.334, ""role"": 0.036}"
100000008654653100,peripheral,0.5,2,0.1831689314252178,"Периферийный узел: 0 входящих, 1 исходящих, оборот 54 тыс.",0,True,0,1,0.0,54000.0,0,1,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008659445100,peripheral,0.5,36,0.3054263915850301,"Периферийный узел: 3 входящих, 4 исходящих, оборот 1.01 млн",0,True,3,4,138490.0,875150.0,7,18,,0,1.1888811083225246e-06,,"{""betweenness"": 0.153, ""degree"": 0.141, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008669037100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008673001100,terminal,0.5,11,0.4137160850525936,"Вероятный конечный получатель: 1 плательщиков, получено 80 тыс., исходящих нет",0,True,1,0,80000.0,0.0,1,0,,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000008680731100,distributor,0.7253702511268549,13,0.42508464629136383,"Веерная рассылка: 27 получателей, отдано 1.46 млн",0,True,0,27,0.0,1464354.0,0,28,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.148, ""n_seed_upstream"": 0.101, ""role"": 0.275}"
100000008701222100,peripheral,1.0,0,0.14982167847952688,Нет переводов ≥5000 KZT в выгрузке,0,True,0,0,0.0,0.0,0,0,,0,0.0,,"{""betweenness"": 0.074, ""degree"": 0.001, ""n_seed_upstream"": 0.101, ""role"": 0.036}"
100000008738325100,peripheral,0.5,11,0.3912396731524536,"Периферийный узел: 1 входящих, 1 исходящих, оборот 91 тыс.",0,True,1,1,36550.0,54000.0,1,1,,1,1.981468513870874e-07,,"{""betweenness"": 0.148, ""degree"": 0.105, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000003134937100,terminal,0.5,2,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 10 тыс., исходящих нет",1,False,1,0,10286.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000005074393100,coordinator,0.5,20,0.9741433795313982,Кандидат в координирующий узел: 4 плательщиков → 6 получателей; сигналы S3,1,False,4,6,563026.0,685500.0,5,10,1.2175281425724567,2,0.00021697080226886072,external_funding;peripheral;S3,"{""betweenness"": 0.192, ""degree"": 0.144, ""n_seed_upstream"": 0.334, ""role"": 0.29}"
100000001924185100,coordinator,0.5,10,0.8291047808225364,Кандидат в координирующий узел: 2 плательщиков → 0 получателей; сигналы S3,1,False,2,0,151000.0,0.0,2,0,0.0,4,0.0,terminal;S3,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.349, ""role"": 0.29}"
100000004070318100,coordinator,1.0,3,0.9112906866507157,"Кандидат в координирующий узел: 4 плательщиков → 19 получателей; сигналы S1, S3",1,False,4,19,207246.55,551860.0,6,37,2.662818753798314,1,0.0018530693541720415,external_funding;peripheral;S1;S3,"{""betweenness"": 0.198, ""degree"": 0.148, ""n_seed_upstream"": 0.262, ""role"": 0.29}"
100000005807278100,terminal,0.5,33,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 8 тыс., исходящих нет",1,False,1,0,8385.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000003377795100,terminal,0.5,7,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 7 тыс., исходящих нет",1,False,1,0,7000.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000004330371100,peripheral,0.5,2,0.6316983431899237,"Периферийный узел: 2 входящих, 2 исходящих, оборот 355 тыс.",1,False,2,2,264171.0,90681.0,12,6,0.3432662934235779,1,0.00033467003199279065,,"{""betweenness"": 0.194, ""degree"": 0.13, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000008165763100,consolidator,1.0,5,0.9811972371450499,"Признаки консолидации: 15 плательщиков, деньги от 3 seed за ≤2 колена, получено 1.17 млн, дальше ушло 109%",1,False,15,17,1165815.0,1267858.0,26,17,1.087529324978663,3,0.00032674415793730713,,"{""betweenness"": 0.194, ""degree"": 0.149, ""n_seed_upstream"": 0.346, ""role"": 0.278}"
100000001684867100,terminal,0.5,2,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 31 тыс., исходящих нет",1,False,1,0,30550.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000003900547100,terminal,0.5,2,0.5910229786465623,"Вероятный конечный получатель: 1 плательщиков, получено 24 тыс., исходящих нет",1,False,1,0,23700.0,0.0,1,0,0.0,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.262, ""role"": 0.199}"
100000006656003100,peripheral,0.5,4,0.4835221886145096,"Периферийный узел: 1 входящих, 1 исходящих, оборот 29 тыс.",1,False,1,1,20000.0,9000.0,1,1,0.45,1,0.0,,"{""betweenness"": 0.074, ""degree"": 0.105, ""n_seed_upstream"": 0.262, ""role"": 0.036}"
100000008237827100,terminal,0.5,5,0.6639429371134485,"Вероятный конечный получатель: 1 плательщиков, получено 40 тыс., исходящих нет",1,False,1,0,40001.0,0.0,1,0,0.0,2,0.0,,"{""betweenness"": 0.074, ""degree"": 0.048, ""n_seed_upstream"": 0.334, ""role"": 0.199}"
